Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Inventory Qty,SEO Title,SEO Description
hydronpk-13-0-45-25kg-bag,,,,,,,Size,1 kg,hydronpk-13-0-45-25kg-bag-1kg,13707,100,,
hydronpk-13-0-45-25kg-bag,,,,,,,Size,5 kg,hydronpk-13-0-45-25kg-bag-5kg,56884,100,,
hydronpk-13-0-45-25kg-bag,,,,,,,Size,10 kg,hydronpk-13-0-45-25kg-bag-10kg,106228,100,,
hydronpk-13-0-45-25kg-bag,,,,,,,Size,25 kg,hydronpk-13-0-45-25kg-bag-25kg,235758,100,,
calciumnitrate-ws-25kg-bag,CalciumNitrate WS 25kg Bag,"<p>CalciumNitrate WS 25kg Bag is a professionally formulated Calcium nitrate 15.5-0-0 agriculture input designed for Indian field, vegetable, and plantation production systems. This water soluble fertilizers supports bulk 15.5-0-0 fertigation supply while helping improve root growth, enhance flowering, and increase yield under drought. Farmers use CalciumNitrate WS 25kg Bag in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Farmers use CalciumNitrate WS 25kg Bag in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>bulk economy</li><li>drip tank ready</li><li>consistent dissolution</li><li>dealer stocking</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> fertigation, drip irrigation</p><p><strong>Dosage (200 L):</strong> 10–25 kg/acre per application (crop stage dependent)</p>",Morbeez,Water Soluble Fertilizers,"bulk NPK, 15.5-0-0, fertigation bag, Morbeez",TRUE,Size,500 g,calciumnitrate-ws-25kg-bag-500g,7501,100,CalciumNitrate WS 25kg Bag,"CalciumNitrate WS 25kg Bag is a professionally formulated Calcium nitrate 15.5-0-0 agriculture input designed for Indian field, vegetable, and plantation production systems. This water soluble fertilizers supports bulk 15.5-0-0 fertigation supply while helping improve root growth, enhance flowering, and increase yield "
calciumnitrate-ws-25kg-bag,,,,,,,Size,1 kg,calciumnitrate-ws-25kg-bag-1kg,12932,100,,
calciumnitrate-ws-25kg-bag,,,,,,,Size,5 kg,calciumnitrate-ws-25kg-bag-5kg,53670,100,,
calciumnitrate-ws-25kg-bag,,,,,,,Size,10 kg,calciumnitrate-ws-25kg-bag-10kg,100227,100,,
calciumnitrate-ws-25kg-bag,,,,,,,Size,25 kg,calciumnitrate-ws-25kg-bag-25kg,222439,100,,
potassiumnitrate-ws-25kg-bag,PotassiumNitrate WS 25kg Bag,"<p>PotassiumNitrate WS 25kg Bag is a professionally formulated Potassium nitrate 13-0-45 agriculture input designed for Indian field, vegetable, and plantation production systems. This water soluble fertilizers supports bulk 13-0-45 fertigation supply while helping improve root growth, enhance flowering, and increase yield under heat. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>bulk economy</li><li>drip tank ready</li><li>consistent dissolution</li><li>dealer stocking</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> fertigation, drip irrigation</p><p><strong>Dosage (200 L):</strong> 10–25 kg/acre per application (crop stage dependent)</p>",Morbeez,Water Soluble Fertilizers,"bulk NPK, 13-0-45, fertigation bag, Morbeez",TRUE,Size,500 g,potassiumnitrate-ws-25kg-bag-500g,8175,100,PotassiumNitrate WS 25kg Bag,"PotassiumNitrate WS 25kg Bag is a professionally formulated Potassium nitrate 13-0-45 agriculture input designed for Indian field, vegetable, and plantation production systems. This water soluble fertilizers supports bulk 13-0-45 fertigation supply while helping improve root growth, enhance flowering, and increase yiel"
potassiumnitrate-ws-25kg-bag,,,,,,,Size,1 kg,potassiumnitrate-ws-25kg-bag-1kg,14094,100,,
potassiumnitrate-ws-25kg-bag,,,,,,,Size,5 kg,potassiumnitrate-ws-25kg-bag-5kg,58490,100,,
potassiumnitrate-ws-25kg-bag,,,,,,,Size,10 kg,potassiumnitrate-ws-25kg-bag-10kg,109229,100,,
potassiumnitrate-ws-25kg-bag,,,,,,,Size,25 kg,potassiumnitrate-ws-25kg-bag-25kg,242418,100,,
magnesiumsulphate-ws-25kg-bag,MagnesiumSulphate WS 25kg Bag,"<p>MagnesiumSulphate WS 25kg Bag is a professionally formulated Magnesium sulphate 9.6% Mg agriculture input designed for Indian field, vegetable, and plantation production systems. This water soluble fertilizers supports bulk Mg 9.6% fertigation supply while helping improve root growth, enhance flowering, and increase yield under salinity. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>bulk economy</li><li>drip tank ready</li><li>consistent dissolution</li><li>dealer stocking</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> fertigation, drip irrigation</p><p><strong>Dosage (200 L):</strong> 10–25 kg/acre per application (crop stage dependent)</p>",Morbeez,Water Soluble Fertilizers,"bulk NPK, Mg 9.6%, fertigation bag, Morbeez",TRUE,Size,500 g,magnesiumsulphate-ws-25kg-bag-500g,6939,100,MagnesiumSulphate WS 25kg Bag,"MagnesiumSulphate WS 25kg Bag is a professionally formulated Magnesium sulphate 9.6% Mg agriculture input designed for Indian field, vegetable, and plantation production systems. This water soluble fertilizers supports bulk Mg 9.6% fertigation supply while helping improve root growth, enhance flowering, and increase yi"
magnesiumsulphate-ws-25kg-bag,,,,,,,Size,1 kg,magnesiumsulphate-ws-25kg-bag-1kg,11964,100,,
magnesiumsulphate-ws-25kg-bag,,,,,,,Size,5 kg,magnesiumsulphate-ws-25kg-bag-5kg,49653,100,,
magnesiumsulphate-ws-25kg-bag,,,,,,,Size,10 kg,magnesiumsulphate-ws-25kg-bag-10kg,92725,100,,
magnesiumsulphate-ws-25kg-bag,,,,,,,Size,25 kg,magnesiumsulphate-ws-25kg-bag-25kg,205789,100,,
map-ws-grade-25kg-bag,MAP WS Grade 25kg Bag,"<p>MAP WS Grade 25kg Bag is a professionally formulated Mono ammonium phosphate agriculture input designed for Indian field, vegetable, and plantation production systems. This water soluble fertilizers supports bulk 12-61-0 fertigation supply while helping improve root growth, enhance flowering, and increase yield under waterlogging recovery. Suitable for drip and foliar application, it improves nutrient uptake, supports crop vigor, and integrates with biofertilizer programs when tank-mix compatibility is confirmed. Farmers use MAP WS Grade 25kg Bag in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>bulk economy</li><li>drip tank ready</li><li>consistent dissolution</li><li>dealer stocking</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> fertigation, drip irrigation</p><p><strong>Dosage (200 L):</strong> 10–25 kg/acre per application (crop stage dependent)</p>",Morbeez,Water Soluble Fertilizers,"bulk NPK, 12-61-0, fertigation bag, Morbeez",TRUE,Size,500 g,map-ws-grade-25kg-bag-500g,7838,100,MAP WS Grade 25kg Bag,"MAP WS Grade 25kg Bag is a professionally formulated Mono ammonium phosphate agriculture input designed for Indian field, vegetable, and plantation production systems. This water soluble fertilizers supports bulk 12-61-0 fertigation supply while helping improve root growth, enhance flowering, and increase yield under w"
map-ws-grade-25kg-bag,,,,,,,Size,1 kg,map-ws-grade-25kg-bag-1kg,13513,100,,
map-ws-grade-25kg-bag,,,,,,,Size,5 kg,map-ws-grade-25kg-bag-5kg,56080,100,,
map-ws-grade-25kg-bag,,,,,,,Size,10 kg,map-ws-grade-25kg-bag-10kg,104728,100,,
map-ws-grade-25kg-bag,,,,,,,Size,25 kg,map-ws-grade-25kg-bag-25kg,232428,100,,
mkp-ws-grade-25kg-bag,MKP WS Grade 25kg Bag,"<p>MKP WS Grade 25kg Bag is a professionally formulated Mono potassium phosphate 0-52-34 agriculture input designed for Indian field, vegetable, and plantation production systems. This water soluble fertilizers supports bulk 0-52-34 fertigation supply while helping improve root growth, enhance flowering, and increase yield under monsoon stress. Farmers use MKP WS Grade 25kg Bag in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>bulk economy</li><li>drip tank ready</li><li>consistent dissolution</li><li>dealer stocking</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> fertigation, drip irrigation</p><p><strong>Dosage (200 L):</strong> 10–25 kg/acre per application (crop stage dependent)</p>",Morbeez,Water Soluble Fertilizers,"bulk NPK, 0-52-34, fertigation bag, Morbeez",TRUE,Size,500 g,mkp-ws-grade-25kg-bag-500g,8511,100,MKP WS Grade 25kg Bag,"MKP WS Grade 25kg Bag is a professionally formulated Mono potassium phosphate 0-52-34 agriculture input designed for Indian field, vegetable, and plantation production systems. This water soluble fertilizers supports bulk 0-52-34 fertigation supply while helping improve root growth, enhance flowering, and increase yiel"
mkp-ws-grade-25kg-bag,,,,,,,Size,1 kg,mkp-ws-grade-25kg-bag-1kg,14675,100,,
mkp-ws-grade-25kg-bag,,,,,,,Size,5 kg,mkp-ws-grade-25kg-bag-5kg,60901,100,,
mkp-ws-grade-25kg-bag,,,,,,,Size,10 kg,mkp-ws-grade-25kg-bag-10kg,113730,100,,
mkp-ws-grade-25kg-bag,,,,,,,Size,25 kg,mkp-ws-grade-25kg-bag-25kg,252408,100,,
sop-ws-grade-25kg-bag,SOP WS Grade 25kg Bag,"<p>SOP WS Grade 25kg Bag is a professionally formulated Potassium sulphate 0-0-50 agriculture input designed for Indian field, vegetable, and plantation production systems. This water soluble fertilizers supports bulk 0-0-50 fertigation supply while helping improve root growth, enhance flowering, and increase yield under drought. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>bulk economy</li><li>drip tank ready</li><li>consistent dissolution</li><li>dealer stocking</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> fertigation, drip irrigation</p><p><strong>Dosage (200 L):</strong> 10–25 kg/acre per application (crop stage dependent)</p>",Morbeez,Water Soluble Fertilizers,"bulk NPK, 0-0-50, fertigation bag, Morbeez",TRUE,Size,500 g,sop-ws-grade-25kg-bag-500g,7725,100,SOP WS Grade 25kg Bag,"SOP WS Grade 25kg Bag is a professionally formulated Potassium sulphate 0-0-50 agriculture input designed for Indian field, vegetable, and plantation production systems. This water soluble fertilizers supports bulk 0-0-50 fertigation supply while helping improve root growth, enhance flowering, and increase yield under "
sop-ws-grade-25kg-bag,,,,,,,Size,1 kg,sop-ws-grade-25kg-bag-1kg,13320,100,,
sop-ws-grade-25kg-bag,,,,,,,Size,5 kg,sop-ws-grade-25kg-bag-5kg,55277,100,,
sop-ws-grade-25kg-bag,,,,,,,Size,10 kg,sop-ws-grade-25kg-bag-10kg,103228,100,,
sop-ws-grade-25kg-bag,,,,,,,Size,25 kg,sop-ws-grade-25kg-bag-25kg,229098,100,,
bloomnpk-10-52-10-25kg-bag,BloomNPK 10-52-10 25kg Bag,"<p>BloomNPK 10-52-10 25kg Bag is a professionally formulated NPK flowering grade agriculture input designed for Indian field, vegetable, and plantation production systems. This water soluble fertilizers supports bulk 10-52-10 fertigation supply while helping improve root growth, enhance flowering, and increase yield under heat. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Farmers use BloomNPK 10-52-10 25kg Bag in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>bulk economy</li><li>drip tank ready</li><li>consistent dissolution</li><li>dealer stocking</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> fertigation, drip irrigation</p><p><strong>Dosage (200 L):</strong> 10–25 kg/acre per application (crop stage dependent)</p>",Morbeez,Water Soluble Fertilizers,"bulk NPK, 10-52-10, fertigation bag, Morbeez",TRUE,Size,500 g,bloomnpk-10-52-10-25kg-bag-500g,7950,100,BloomNPK 10-52-10 25kg Bag,"BloomNPK 10-52-10 25kg Bag is a professionally formulated NPK flowering grade agriculture input designed for Indian field, vegetable, and plantation production systems. This water soluble fertilizers supports bulk 10-52-10 fertigation supply while helping improve root growth, enhance flowering, and increase yield under"
bloomnpk-10-52-10-25kg-bag,,,,,,,Size,1 kg,bloomnpk-10-52-10-25kg-bag-1kg,13707,100,,
bloomnpk-10-52-10-25kg-bag,,,,,,,Size,5 kg,bloomnpk-10-52-10-25kg-bag-5kg,56884,100,,
bloomnpk-10-52-10-25kg-bag,,,,,,,Size,10 kg,bloomnpk-10-52-10-25kg-bag-10kg,106228,100,,
bloomnpk-10-52-10-25kg-bag,,,,,,,Size,25 kg,bloomnpk-10-52-10-25kg-bag-25kg,235758,100,,
fruitnpk-5-15-45-25kg-bag,FruitNPK 5-15-45 25kg Bag,"<p>FruitNPK 5-15-45 25kg Bag is a professionally formulated NPK fruiting grade agriculture input designed for Indian field, vegetable, and plantation production systems. This water soluble fertilizers supports bulk 5-15-45 fertigation supply while helping improve root growth, enhance flowering, and increase yield under salinity. Suitable for drip and foliar application, it improves nutrient uptake, supports crop vigor, and integrates with biofertilizer programs when tank-mix compatibility is confirmed. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>bulk economy</li><li>drip tank ready</li><li>consistent dissolution</li><li>dealer stocking</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> fertigation, drip irrigation</p><p><strong>Dosage (200 L):</strong> 10–25 kg/acre per application (crop stage dependent)</p>",Morbeez,Water Soluble Fertilizers,"bulk NPK, 5-15-45, fertigation bag, Morbeez",TRUE,Size,500 g,fruitnpk-5-15-45-25kg-bag-500g,8062,100,FruitNPK 5-15-45 25kg Bag,"FruitNPK 5-15-45 25kg Bag is a professionally formulated NPK fruiting grade agriculture input designed for Indian field, vegetable, and plantation production systems. This water soluble fertilizers supports bulk 5-15-45 fertigation supply while helping improve root growth, enhance flowering, and increase yield under sa"
fruitnpk-5-15-45-25kg-bag,,,,,,,Size,1 kg,fruitnpk-5-15-45-25kg-bag-1kg,13900,100,,
fruitnpk-5-15-45-25kg-bag,,,,,,,Size,5 kg,fruitnpk-5-15-45-25kg-bag-5kg,57687,100,,
fruitnpk-5-15-45-25kg-bag,,,,,,,Size,10 kg,fruitnpk-5-15-45-25kg-bag-10kg,107729,100,,
fruitnpk-5-15-45-25kg-bag,,,,,,,Size,25 kg,fruitnpk-5-15-45-25kg-bag-25kg,239088,100,,
greennpk-10-54-10-25kg-bag,GreenNPK 10-54-10 25kg Bag,"<p>GreenNPK 10-54-10 25kg Bag is a professionally formulated NPK young crop agriculture input designed for Indian field, vegetable, and plantation production systems. This water soluble fertilizers supports bulk 10-54-10 fertigation supply while helping improve root growth, enhance flowering, and increase yield under waterlogging recovery. Farmers use GreenNPK 10-54-10 25kg Bag in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>bulk economy</li><li>drip tank ready</li><li>consistent dissolution</li><li>dealer stocking</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> fertigation, drip irrigation</p><p><strong>Dosage (200 L):</strong> 10–25 kg/acre per application (crop stage dependent)</p>",Morbeez,Water Soluble Fertilizers,"bulk NPK, 10-54-10, fertigation bag, Morbeez",TRUE,Size,500 g,greennpk-10-54-10-25kg-bag-500g,7725,100,GreenNPK 10-54-10 25kg Bag,"GreenNPK 10-54-10 25kg Bag is a professionally formulated NPK young crop agriculture input designed for Indian field, vegetable, and plantation production systems. This water soluble fertilizers supports bulk 10-54-10 fertigation supply while helping improve root growth, enhance flowering, and increase yield under wate"
greennpk-10-54-10-25kg-bag,,,,,,,Size,1 kg,greennpk-10-54-10-25kg-bag-1kg,13320,100,,
greennpk-10-54-10-25kg-bag,,,,,,,Size,5 kg,greennpk-10-54-10-25kg-bag-5kg,55277,100,,
greennpk-10-54-10-25kg-bag,,,,,,,Size,10 kg,greennpk-10-54-10-25kg-bag-10kg,103228,100,,
greennpk-10-54-10-25kg-bag,,,,,,,Size,25 kg,greennpk-10-54-10-25kg-bag-25kg,229098,100,,
dripnpk-24-24-18-25kg-bag,DripNPK 24-24-18 25kg Bag,"<p>DripNPK 24-24-18 25kg Bag is a professionally formulated NPK drip grade agriculture input designed for Indian field, vegetable, and plantation production systems. This water soluble fertilizers supports bulk 24-24-18 fertigation supply while helping improve root growth, enhance flowering, and increase yield under monsoon stress. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Farmers use DripNPK 24-24-18 25kg Bag in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>bulk economy</li><li>drip tank ready</li><li>consistent dissolution</li><li>dealer stocking</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> fertigation, drip irrigation</p><p><strong>Dosage (200 L):</strong> 10–25 kg/acre per application (crop stage dependent)</p>",Morbeez,Water Soluble Fertilizers,"bulk NPK, 24-24-18, fertigation bag, Morbeez",TRUE,Size,500 g,dripnpk-24-24-18-25kg-bag-500g,7950,100,DripNPK 24-24-18 25kg Bag,"DripNPK 24-24-18 25kg Bag is a professionally formulated NPK drip grade agriculture input designed for Indian field, vegetable, and plantation production systems. This water soluble fertilizers supports bulk 24-24-18 fertigation supply while helping improve root growth, enhance flowering, and increase yield under monso"
dripnpk-24-24-18-25kg-bag,,,,,,,Size,1 kg,dripnpk-24-24-18-25kg-bag-1kg,13707,100,,
dripnpk-24-24-18-25kg-bag,,,,,,,Size,5 kg,dripnpk-24-24-18-25kg-bag-5kg,56884,100,,
dripnpk-24-24-18-25kg-bag,,,,,,,Size,10 kg,dripnpk-24-24-18-25kg-bag-10kg,106228,100,,
dripnpk-24-24-18-25kg-bag,,,,,,,Size,25 kg,dripnpk-24-24-18-25kg-bag-25kg,235758,100,,
microte-ws-pack-25kg-bag,MicroTE WS Pack 25kg Bag,"<p>MicroTE WS Pack 25kg Bag is a professionally formulated NPK + trace elements agriculture input designed for Indian field, vegetable, and plantation production systems. This water soluble fertilizers supports bulk 20-20-20+TE fertigation supply while helping improve root growth, enhance flowering, and increase yield under drought. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>bulk economy</li><li>drip tank ready</li><li>consistent dissolution</li><li>dealer stocking</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> fertigation, drip irrigation</p><p><strong>Dosage (200 L):</strong> 10–25 kg/acre per application (crop stage dependent)</p>",Morbeez,Water Soluble Fertilizers,"bulk NPK, 20-20-20+TE, fertigation bag, Morbeez",TRUE,Size,500 g,microte-ws-pack-25kg-bag-500g,8287,100,MicroTE WS Pack 25kg Bag,"MicroTE WS Pack 25kg Bag is a professionally formulated NPK + trace elements agriculture input designed for Indian field, vegetable, and plantation production systems. This water soluble fertilizers supports bulk 20-20-20+TE fertigation supply while helping improve root growth, enhance flowering, and increase yield und"
microte-ws-pack-25kg-bag,,,,,,,Size,1 kg,microte-ws-pack-25kg-bag-1kg,14288,100,,
microte-ws-pack-25kg-bag,,,,,,,Size,5 kg,microte-ws-pack-25kg-bag-5kg,59294,100,,
microte-ws-pack-25kg-bag,,,,,,,Size,10 kg,microte-ws-pack-25kg-bag-10kg,110730,100,,
microte-ws-pack-25kg-bag,,,,,,,Size,25 kg,microte-ws-pack-25kg-bag-25kg,245748,100,,
biofungus-tricho-wp,BioFungus Tricho WP,"<p>BioFungus Tricho WP is a professionally formulated Trichoderma harzianum WP grade agriculture input designed for Indian field, vegetable, and plantation production systems. This bio pesticides supports specialized Trichoderma harzianum field program while helping improve root growth, enhance flowering, and increase yield under heat. Suitable for drip and foliar application, it improves nutrient uptake, supports crop vigor, and integrates with biofertilizer programs when tank-mix compatibility is confirmed. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>professional grade</li><li>field proven</li><li>dealer ready</li><li>clear dosage</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> foliar spray, soil application, drip irrigation</p><p><strong>Dosage (200 L):</strong> 400–600 ml per 200 L water or 2–4 kg/acre soil</p>",Morbeez,Bio Pesticides,"BioFungus Tricho WP, Trichoderma harzianum WP grade, agriculture input, Morbeez",TRUE,Size,500 g,biofungus-tricho-wp-500g,225,100,BioFungus Tricho WP,"BioFungus Tricho WP is a professionally formulated Trichoderma harzianum WP grade agriculture input designed for Indian field, vegetable, and plantation production systems. This bio pesticides supports specialized Trichoderma harzianum field program while helping improve root growth, enhance flowering, and increase yie"
biofungus-tricho-wp,,,,,,,Size,1 kg,biofungus-tricho-wp-1kg,387,100,,
biofungus-tricho-wp,,,,,,,Size,5 kg,biofungus-tricho-wp-5kg,1607,100,,
biofungus-tricho-wp,,,,,,,Size,10 kg,biofungus-tricho-wp-10kg,3001,100,,
biofungus-tricho-wp,,,,,,,Size,25 kg,biofungus-tricho-wp-25kg,6660,100,,
biofungus-tricho-sc,BioFungus Tricho SC,"<p>BioFungus Tricho SC is a professionally formulated Trichoderma harzianum SC grade agriculture input designed for Indian field, vegetable, and plantation production systems. This bio pesticides supports specialized Trichoderma harzianum field program while helping improve root growth, enhance flowering, and increase yield under salinity. Farmers use BioFungus Tricho SC in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Farmers use BioFungus Tricho SC in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>professional grade</li><li>field proven</li><li>dealer ready</li><li>clear dosage</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> foliar spray, soil application, drip irrigation</p><p><strong>Dosage (200 L):</strong> 400–600 ml per 200 L water or 2–4 kg/acre soil</p>",Morbeez,Bio Pesticides,"BioFungus Tricho SC, Trichoderma harzianum SC grade, agriculture input, Morbeez",TRUE,Size,500 ml,biofungus-tricho-sc-500ml,262,100,BioFungus Tricho SC,"BioFungus Tricho SC is a professionally formulated Trichoderma harzianum SC grade agriculture input designed for Indian field, vegetable, and plantation production systems. This bio pesticides supports specialized Trichoderma harzianum field program while helping improve root growth, enhance flowering, and increase yie"
biofungus-tricho-sc,,,,,,,Size,1 L,biofungus-tricho-sc-1l,452,100,,
biofungus-tricho-sc,,,,,,,Size,5 L,biofungus-tricho-sc-5l,1876,100,,
biofungus-tricho-sc,,,,,,,Size,10 L,biofungus-tricho-sc-10l,3503,100,,
biofungus-tricho-sc,,,,,,,Size,25 L,biofungus-tricho-sc-25l,7774,100,,
biofungus-tricho-ec,BioFungus Tricho EC,"<p>BioFungus Tricho EC is a professionally formulated Trichoderma harzianum EC grade agriculture input designed for Indian field, vegetable, and plantation production systems. This bio pesticides supports specialized Trichoderma harzianum field program while helping improve root growth, enhance flowering, and increase yield under waterlogging recovery. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>professional grade</li><li>field proven</li><li>dealer ready</li><li>clear dosage</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> foliar spray, soil application, drip irrigation</p><p><strong>Dosage (200 L):</strong> 400–600 ml per 200 L water or 2–4 kg/acre soil</p>",Morbeez,Bio Pesticides,"BioFungus Tricho EC, Trichoderma harzianum EC grade, agriculture input, Morbeez",TRUE,Size,500 ml,biofungus-tricho-ec-500ml,269,100,BioFungus Tricho EC,"BioFungus Tricho EC is a professionally formulated Trichoderma harzianum EC grade agriculture input designed for Indian field, vegetable, and plantation production systems. This bio pesticides supports specialized Trichoderma harzianum field program while helping improve root growth, enhance flowering, and increase yie"
biofungus-tricho-ec,,,,,,,Size,1 L,biofungus-tricho-ec-1l,464,100,,
biofungus-tricho-ec,,,,,,,Size,5 L,biofungus-tricho-ec-5l,1926,100,,
biofungus-tricho-ec,,,,,,,Size,10 L,biofungus-tricho-ec-10l,3596,100,,
biofungus-tricho-ec,,,,,,,Size,25 L,biofungus-tricho-ec-25l,7981,100,,
